cell,backend,naive_overlap,div_overlap,naive_union,div_union,pct_overlap_drop,pct_union_gain
qwen3-8b×hotpotqa,clueweb,0.7599942816794766,0.2624614648761319,4.791830065359477,9.141462053571429,65.46533688436045,90.7718330759638
gemma3-12b×hotpotqa,clueweb,0.1448445270498309,0.07663690476190477,3.6113533984629913,10.453125,47.090230937383396,189.45173309399456
qwen3-8b×musique,clueweb,0.6280843989657742,0.2418934996885441,9.137183779761905,15.925409226190476,61.48710267491846,74.29231599197907
qwen3-8b×gaia,serper,0.4187820099821769,0.1776845492402621,37.16339869281046,56.04854368932039,57.571112176517744,50.8165174897295
qwen3-4b×gaia,serper,0.40152086246527346,0.22027266348695984,48.79256297988451,68.0453074433657,45.14041882294207,39.45835858513609
gemma3-12b×gaia,serper,0.31070836722760226,0.13671987405032818,61.97269138678573,78.30744336569579,55.997363292705536,26.35798383672114
