# T3 paper diagnostic metrics — all per-run scalars from summary_T*.csv (read, not recomputed)
# Source: webwalkerqa/run/run_main_table.py compute_qpd / compute_itc / compute_atc
# QPD = Query Pairwise Diversity: mean Jaccard distance over all pairs of turn-1 queries across the k threads (per question, then averaged over questions)
# ITC = Inter-Turn Coherence: per thread, mean Jaccard similarity of turn-1 query vs each later turn's query; averaged over threads then questions
# ATC = Across-Thread Coherence (despite the name, this is a DISTANCE): per turn, mean pairwise Jaccard distance between threads' queries; averaged across turns and questions
# Sequential (k=1) writes 0.0 for all three metrics by construction (no pair to compare).
model,dataset,condition,k,seed,num_questions,QPD,ITC,ATC,source_dir
qwen3-8b,GAIA,sequential,1,2,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/seq/run_2
qwen3-8b,GAIA,sequential,1,3,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/seq/run_3
qwen3-8b,GAIA,sequential,1,4,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/seq/run_4
qwen3-8b,GAIA,sequential,1,5,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/seq/run_5
qwen3-8b,GAIA,sequential,1,1,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/sequential/run_1
qwen3-8b,GAIA,sequential,1,2,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/sequential/run_2
qwen3-8b,GAIA,sequential,1,3,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/sequential/run_3
qwen3-8b,GAIA,sequential,1,4,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/sequential/run_4
qwen3-8b,GAIA,sequential,1,5,103,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/GAIA/sequential/run_5
qwen3-8b,bamboogle,diversity_parallel,8,1,125,0.707112144,0.3298801199999999,0.6299479439999998,main_table_clueweb_t8/qwen3-8b/bamboogle/div_k8/run_1
qwen3-8b,bamboogle,diversity_parallel,8,2,125,0.6986588639999999,0.3433542479999998,0.6323349359999998,main_table_clueweb_t8/qwen3-8b/bamboogle/div_k8/run_2
qwen3-8b,bamboogle,diversity_parallel,8,3,125,0.7087443839999996,0.3233282719999999,0.6317193440000002,main_table_clueweb_t8/qwen3-8b/bamboogle/div_k8/run_3
qwen3-8b,bamboogle,diversity_parallel,4,1,125,0.7556540879999999,0.313135408,0.67293472,main_table_clueweb_t8/qwen3-8b/bamboogle/diversity_parallel/run_1
qwen3-8b,bamboogle,diversity_parallel,4,2,125,0.7513759280000001,0.282752568,0.6620637279999996,main_table_clueweb_t8/qwen3-8b/bamboogle/diversity_parallel/run_2
qwen3-8b,bamboogle,diversity_parallel,4,3,125,0.7521908800000005,0.3176924880000001,0.6842506719999999,main_table_clueweb_t8/qwen3-8b/bamboogle/diversity_parallel/run_3
qwen3-8b,bamboogle,diversity_parallel,4,4,125,0.7484603360000001,0.318707376,0.6668656000000002,main_table_clueweb_t8/qwen3-8b/bamboogle/diversity_parallel/run_4
qwen3-8b,bamboogle,diversity_parallel,4,5,125,0.7553297439999996,0.2932401919999999,0.6718987839999998,main_table_clueweb_t8/qwen3-8b/bamboogle/diversity_parallel/run_5
qwen3-8b,bamboogle,naive_parallel,8,1,125,0.0966339999999999,0.4447703759999999,0.122420176,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_k8/run_1
qwen3-8b,bamboogle,naive_parallel,8,2,125,0.089444576,0.457367968,0.125826704,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_k8/run_2
qwen3-8b,bamboogle,naive_parallel,8,3,125,0.103237704,0.4433705119999999,0.135786856,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_k8/run_3
qwen3-8b,bamboogle,naive_parallel,4,1,125,0.09859704,0.4264669119999999,0.12434276,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_parallel/run_1
qwen3-8b,bamboogle,naive_parallel,4,2,125,0.089714696,0.4461232879999999,0.131628416,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_parallel/run_2
qwen3-8b,bamboogle,naive_parallel,4,3,125,0.1144299199999999,0.421707448,0.1476102319999999,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_parallel/run_3
qwen3-8b,bamboogle,naive_parallel,4,4,125,0.103280232,0.4258071759999999,0.1352021839999999,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_parallel/run_4
qwen3-8b,bamboogle,naive_parallel,4,5,125,0.0967305599999999,0.4234211679999999,0.130446976,main_table_clueweb_t8/qwen3-8b/bamboogle/naive_parallel/run_5
qwen3-8b,bamboogle,sequential,1,1,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/seq/run_1
qwen3-8b,bamboogle,sequential,1,2,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/seq/run_2
qwen3-8b,bamboogle,sequential,1,3,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/seq/run_3
qwen3-8b,bamboogle,sequential,1,1,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/sequential/run_1
qwen3-8b,bamboogle,sequential,1,2,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/sequential/run_2
qwen3-8b,bamboogle,sequential,1,3,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/sequential/run_3
qwen3-8b,bamboogle,sequential,1,4,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/sequential/run_4
qwen3-8b,bamboogle,sequential,1,5,125,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/bamboogle/sequential/run_5
qwen3-8b,frames,diversity_parallel,8,1,824,0.7071271541262134,0.3461023458737862,0.6253115485436895,main_table_clueweb_t8/qwen3-8b/frames/div_k8/run_1
qwen3-8b,frames,diversity_parallel,8,2,824,0.7127103191747578,0.3452250813106795,0.6308735533980586,main_table_clueweb_t8/qwen3-8b/frames/div_k8/run_2
qwen3-8b,frames,diversity_parallel,8,3,824,0.7128081395631067,0.3499877172330098,0.6280316140776699,main_table_clueweb_t8/qwen3-8b/frames/div_k8/run_3
qwen3-8b,frames,diversity_parallel,4,1,824,0.768253793689321,0.3252836881067963,0.6633214393203891,main_table_clueweb_t8/qwen3-8b/frames/diversity_parallel/run_1
qwen3-8b,frames,diversity_parallel,4,2,824,0.7614910643203883,0.3331348325242719,0.6670920133495145,main_table_clueweb_t8/qwen3-8b/frames/diversity_parallel/run_2
qwen3-8b,frames,diversity_parallel,4,3,824,0.7703528385922324,0.338771509708738,0.6679599648058251,main_table_clueweb_t8/qwen3-8b/frames/diversity_parallel/run_3
qwen3-8b,frames,diversity_parallel,4,4,824,0.7676887257281549,0.3277826917475728,0.6698156953883504,main_table_clueweb_t8/qwen3-8b/frames/diversity_parallel/run_4
qwen3-8b,frames,diversity_parallel,4,5,824,0.766295724514564,0.3309486322815531,0.6637368495145637,main_table_clueweb_t8/qwen3-8b/frames/diversity_parallel/run_5
qwen3-8b,frames,naive_parallel,8,1,824,0.1618616990291261,0.5574264963592236,0.2277633919902914,main_table_clueweb_t8/qwen3-8b/frames/naive_k8/run_1
qwen3-8b,frames,naive_parallel,8,2,824,0.16096197815534,0.5485348725728154,0.2233252378640778,main_table_clueweb_t8/qwen3-8b/frames/naive_k8/run_2
qwen3-8b,frames,naive_parallel,8,3,824,0.1608504211165048,0.5529071347087378,0.2246262839805828,main_table_clueweb_t8/qwen3-8b/frames/naive_k8/run_3
qwen3-8b,frames,naive_parallel,4,1,824,0.1642869866504854,0.541992792475729,0.2258663252427184,main_table_clueweb_t8/qwen3-8b/frames/naive_parallel/run_1
qwen3-8b,frames,naive_parallel,4,2,824,0.1618110922330096,0.5368535194174758,0.2234960400485437,main_table_clueweb_t8/qwen3-8b/frames/naive_parallel/run_2
qwen3-8b,frames,naive_parallel,4,3,824,0.1564580970873786,0.5446548507281558,0.2178004356796117,main_table_clueweb_t8/qwen3-8b/frames/naive_parallel/run_3
qwen3-8b,frames,naive_parallel,4,4,824,0.1581734053398057,0.5280414114077673,0.2233610279126212,main_table_clueweb_t8/qwen3-8b/frames/naive_parallel/run_4
qwen3-8b,frames,naive_parallel,4,5,824,0.1606422791262136,0.5361694696601946,0.2256097184466018,main_table_clueweb_t8/qwen3-8b/frames/naive_parallel/run_5
qwen3-8b,frames,sequential,1,1,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/seq/run_1
qwen3-8b,frames,sequential,1,2,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/seq/run_2
qwen3-8b,frames,sequential,1,3,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/seq/run_3
qwen3-8b,frames,sequential,1,4,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/seq/run_4
qwen3-8b,frames,sequential,1,5,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/seq/run_5
qwen3-8b,frames,sequential,1,1,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/sequential/run_1
qwen3-8b,frames,sequential,1,2,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/sequential/run_2
qwen3-8b,frames,sequential,1,3,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/sequential/run_3
qwen3-8b,frames,sequential,1,4,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/sequential/run_4
qwen3-8b,frames,sequential,1,5,824,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/frames/sequential/run_5
qwen3-8b,hle,diversity_parallel,8,1,500,0.7877683400000005,0.3892940340000001,0.6269819220000006,main_table_clueweb_t8/qwen3-8b/hle/div_k8/run_1
qwen3-8b,hle,diversity_parallel,8,2,500,0.7847306940000001,0.3842207740000002,0.6210633540000009,main_table_clueweb_t8/qwen3-8b/hle/div_k8/run_2
qwen3-8b,hle,diversity_parallel,8,3,500,0.7849437759999996,0.3805090759999999,0.6257889519999993,main_table_clueweb_t8/qwen3-8b/hle/div_k8/run_3
qwen3-8b,hle,diversity_parallel,4,1,500,0.8278333700000002,0.368874512,0.6437274579999998,main_table_clueweb_t8/qwen3-8b/hle/diversity_parallel/run_1
qwen3-8b,hle,diversity_parallel,4,2,500,0.8298038180000006,0.3737480020000002,0.650183422,main_table_clueweb_t8/qwen3-8b/hle/diversity_parallel/run_2
qwen3-8b,hle,diversity_parallel,4,3,500,0.8256344379999996,0.3742392979999998,0.6440411619999996,main_table_clueweb_t8/qwen3-8b/hle/diversity_parallel/run_3
qwen3-8b,hle,diversity_parallel,4,4,500,0.8316906460000011,0.3651418880000001,0.6435835280000001,main_table_clueweb_t8/qwen3-8b/hle/diversity_parallel/run_4
qwen3-8b,hle,diversity_parallel,4,5,500,0.8281736500000006,0.3748514780000002,0.643797114,main_table_clueweb_t8/qwen3-8b/hle/diversity_parallel/run_5
qwen3-8b,hle,naive_parallel,8,1,500,0.2946958939999997,0.7323057580000002,0.3287676460000002,main_table_clueweb_t8/qwen3-8b/hle/naive_k8/run_1
qwen3-8b,hle,naive_parallel,8,2,500,0.292575318,0.7343745199999998,0.324886294,main_table_clueweb_t8/qwen3-8b/hle/naive_k8/run_2
qwen3-8b,hle,naive_parallel,8,3,500,0.2918912999999997,0.7298909440000002,0.3231556280000001,main_table_clueweb_t8/qwen3-8b/hle/naive_k8/run_3
qwen3-8b,hle,naive_parallel,4,1,500,0.288729144,0.721788624,0.3218468080000004,main_table_clueweb_t8/qwen3-8b/hle/naive_parallel/run_1
qwen3-8b,hle,naive_parallel,4,2,500,0.2986155799999997,0.7282053160000005,0.3277582659999999,main_table_clueweb_t8/qwen3-8b/hle/naive_parallel/run_2
qwen3-8b,hle,naive_parallel,4,3,500,0.2976372579999999,0.7115533879999998,0.3279999559999999,main_table_clueweb_t8/qwen3-8b/hle/naive_parallel/run_3
qwen3-8b,hle,naive_parallel,4,4,500,0.3005201719999997,0.7235917900000001,0.3307780060000001,main_table_clueweb_t8/qwen3-8b/hle/naive_parallel/run_4
qwen3-8b,hle,naive_parallel,4,5,500,0.2903654200000001,0.7245660120000001,0.3200750300000001,main_table_clueweb_t8/qwen3-8b/hle/naive_parallel/run_5
qwen3-8b,hle,sequential,1,1,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/seq/run_1
qwen3-8b,hle,sequential,1,2,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/seq/run_2
qwen3-8b,hle,sequential,1,3,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/seq/run_3
qwen3-8b,hle,sequential,1,4,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/seq/run_4
qwen3-8b,hle,sequential,1,5,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/seq/run_5
qwen3-8b,hle,sequential,1,1,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/sequential/run_1
qwen3-8b,hle,sequential,1,2,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/sequential/run_2
qwen3-8b,hle,sequential,1,3,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/sequential/run_3
qwen3-8b,hle,sequential,1,4,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/sequential/run_4
qwen3-8b,hle,sequential,1,5,500,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hle/sequential/run_5
qwen3-8b,hotpotqa,diversity_parallel,8,1,512,0.6988459453125,0.2541089140624999,0.6879455566406247,main_table_clueweb_t8/qwen3-8b/hotpotqa/div_k8/run_1
qwen3-8b,hotpotqa,diversity_parallel,8,2,512,0.6967066484374999,0.2514102617187499,0.6860598066406245,main_table_clueweb_t8/qwen3-8b/hotpotqa/div_k8/run_2
qwen3-8b,hotpotqa,diversity_parallel,8,3,512,0.7012802929687495,0.2478491035156249,0.6901708046874996,main_table_clueweb_t8/qwen3-8b/hotpotqa/div_k8/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,1,512,0.161468478515625,0.038559349609375,0.15818553515625,main_table_clueweb_t8/qwen3-8b/hotpotqa/diversity_parallel/run_1
qwen3-8b,hotpotqa,diversity_parallel,4,2,512,0.7456512753906249,0.191413921875,0.7331068535156249,main_table_clueweb_t8/qwen3-8b/hotpotqa/diversity_parallel/run_2
qwen3-8b,hotpotqa,diversity_parallel,4,3,512,0.755244611328126,0.1912691718750001,0.7424076757812511,main_table_clueweb_t8/qwen3-8b/hotpotqa/diversity_parallel/run_3
qwen3-8b,hotpotqa,diversity_parallel,4,4,512,0.7504212890625004,0.2129686621093748,0.7393233437499999,main_table_clueweb_t8/qwen3-8b/hotpotqa/diversity_parallel/run_4
qwen3-8b,hotpotqa,diversity_parallel,4,5,512,0.7516348964843754,0.1905240039062499,0.7398946406250007,main_table_clueweb_t8/qwen3-8b/hotpotqa/diversity_parallel/run_5
qwen3-8b,hotpotqa,naive_parallel,8,1,512,0.108241275390625,0.2826124199218748,0.1164771171875,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_k8/run_1
qwen3-8b,hotpotqa,naive_parallel,8,2,512,0.10530224609375,0.2864271855468751,0.1139894667968751,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_k8/run_2
qwen3-8b,hotpotqa,naive_parallel,8,3,512,0.105219525390625,0.2785060156249999,0.114165765625,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_k8/run_3
qwen3-8b,hotpotqa,naive_parallel,4,1,512,0.0236119589843749,0.057990072265625,0.0257354824218749,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_parallel/run_1
qwen3-8b,hotpotqa,naive_parallel,4,2,512,0.107378845703125,0.2121334843749999,0.115883693359375,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_parallel/run_2
qwen3-8b,hotpotqa,naive_parallel,4,3,512,0.1025459140625,0.2145785917968749,0.11289362890625,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_parallel/run_3
qwen3-8b,hotpotqa,naive_parallel,4,4,512,0.096156986328125,0.2313045683593748,0.107881181640625,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_parallel/run_4
qwen3-8b,hotpotqa,naive_parallel,4,5,512,0.11411690625,0.2129424101562501,0.1239064375,main_table_clueweb_t8/qwen3-8b/hotpotqa/naive_parallel/run_5
qwen3-8b,hotpotqa,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/seq/run_1
qwen3-8b,hotpotqa,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/seq/run_2
qwen3-8b,hotpotqa,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/seq/run_3
qwen3-8b,hotpotqa,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/sequential/run_1
qwen3-8b,hotpotqa,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/sequential/run_2
qwen3-8b,hotpotqa,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/sequential/run_3
qwen3-8b,hotpotqa,sequential,1,4,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/sequential/run_4
qwen3-8b,hotpotqa,sequential,1,5,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/hotpotqa/sequential/run_5
qwen3-8b,musique,diversity_parallel,8,1,512,0.6976627246093748,0.3276064003906249,0.6205732558593745,main_table_clueweb_t8/qwen3-8b/musique/div_k8/run_1
qwen3-8b,musique,diversity_parallel,8,2,512,0.7012773769531251,0.3283128242187498,0.6277158066406249,main_table_clueweb_t8/qwen3-8b/musique/div_k8/run_2
qwen3-8b,musique,diversity_parallel,8,3,512,0.7037211289062496,0.3198821523437495,0.6242966171875005,main_table_clueweb_t8/qwen3-8b/musique/div_k8/run_3
qwen3-8b,musique,diversity_parallel,4,1,512,0.162513802734375,0.07021508203125,0.1428859492187501,main_table_clueweb_t8/qwen3-8b/musique/diversity_parallel/run_1
qwen3-8b,musique,diversity_parallel,4,2,512,0.7543395058593749,0.3139212324218752,0.6653315566406252,main_table_clueweb_t8/qwen3-8b/musique/diversity_parallel/run_2
qwen3-8b,musique,diversity_parallel,4,3,512,0.7517987460937502,0.3179944062500002,0.6576017480468743,main_table_clueweb_t8/qwen3-8b/musique/diversity_parallel/run_3
qwen3-8b,musique,diversity_parallel,4,4,512,0.7513766269531248,0.30715204296875,0.6598907109375003,main_table_clueweb_t8/qwen3-8b/musique/diversity_parallel/run_4
qwen3-8b,musique,diversity_parallel,4,5,512,0.7524359667968749,0.3155006718749996,0.6638213183593742,main_table_clueweb_t8/qwen3-8b/musique/diversity_parallel/run_5
qwen3-8b,musique,naive_parallel,8,1,512,0.157747533203125,0.5161975624999996,0.229640923828125,main_table_clueweb_t8/qwen3-8b/musique/naive_k8/run_1
qwen3-8b,musique,naive_parallel,8,2,512,0.1623636171875001,0.5199511113281252,0.2284609140624999,main_table_clueweb_t8/qwen3-8b/musique/naive_k8/run_2
qwen3-8b,musique,naive_parallel,8,3,512,0.1539997773437498,0.5167835214843751,0.226785970703125,main_table_clueweb_t8/qwen3-8b/musique/naive_k8/run_3
qwen3-8b,musique,naive_parallel,4,1,512,0.03097183984375,0.1084096835937499,0.04670956640625,main_table_clueweb_t8/qwen3-8b/musique/naive_parallel/run_1
qwen3-8b,musique,naive_parallel,4,2,512,0.159579169921875,0.5123777265624995,0.2237569316406249,main_table_clueweb_t8/qwen3-8b/musique/naive_parallel/run_2
qwen3-8b,musique,naive_parallel,4,3,512,0.1535768671875,0.5017321796874997,0.2293289492187497,main_table_clueweb_t8/qwen3-8b/musique/naive_parallel/run_3
qwen3-8b,musique,naive_parallel,4,4,512,0.162226521484375,0.5103766035156251,0.2327869394531248,main_table_clueweb_t8/qwen3-8b/musique/naive_parallel/run_4
qwen3-8b,musique,naive_parallel,4,5,512,0.1585501328124999,0.5044883867187504,0.2256101718749998,main_table_clueweb_t8/qwen3-8b/musique/naive_parallel/run_5
qwen3-8b,musique,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/seq/run_1
qwen3-8b,musique,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/seq/run_2
qwen3-8b,musique,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/seq/run_3
qwen3-8b,musique,sequential,1,4,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/seq/run_4
qwen3-8b,musique,sequential,1,5,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/seq/run_5
qwen3-8b,musique,sequential,1,1,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/sequential/run_1
qwen3-8b,musique,sequential,1,2,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/sequential/run_2
qwen3-8b,musique,sequential,1,3,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/sequential/run_3
qwen3-8b,musique,sequential,1,4,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/sequential/run_4
qwen3-8b,musique,sequential,1,5,512,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/musique/sequential/run_5
qwen3-8b,webwalker,diversity_parallel,4,1,680,0.8848797382352944,0.2377152882352938,0.7327717088235294,main_table_clueweb_t8/qwen3-8b/webwalker/div_k4/run_1
qwen3-8b,webwalker,diversity_parallel,4,2,680,0.8880659279411766,0.23151467205882345,0.7329129102941166,main_table_clueweb_t8/qwen3-8b/webwalker/div_k4/run_2
qwen3-8b,webwalker,diversity_parallel,4,3,680,0.8858936808823525,0.24139229411764707,0.741807222058823,main_table_clueweb_t8/qwen3-8b/webwalker/div_k4/run_3
qwen3-8b,webwalker,diversity_parallel,4,4,680,0.888207520588236,0.24232761617647064,0.7453240529411768,main_table_clueweb_t8/qwen3-8b/webwalker/div_k4/run_4
qwen3-8b,webwalker,diversity_parallel,4,1,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/diversity_parallel/run_1
qwen3-8b,webwalker,diversity_parallel,4,2,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/diversity_parallel/run_2
qwen3-8b,webwalker,diversity_parallel,4,3,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/diversity_parallel/run_3
qwen3-8b,webwalker,diversity_parallel,4,4,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/diversity_parallel/run_4
qwen3-8b,webwalker,diversity_parallel,4,5,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/diversity_parallel/run_5
qwen3-8b,webwalker,naive_parallel,4,1,680,0.2293222338235293,0.7786728441176471,0.2777756573529414,main_table_clueweb_t8/qwen3-8b/webwalker/naive_k4/run_1
qwen3-8b,webwalker,naive_parallel,4,2,680,0.23285021176470563,0.7764115838235289,0.282061705882353,main_table_clueweb_t8/qwen3-8b/webwalker/naive_k4/run_2
qwen3-8b,webwalker,naive_parallel,4,3,680,0.23488482352941178,0.7807377382352946,0.27967740147058784,main_table_clueweb_t8/qwen3-8b/webwalker/naive_k4/run_3
qwen3-8b,webwalker,naive_parallel,4,4,680,0.2401613470588234,0.7530303220588234,0.29836423382352933,main_table_clueweb_t8/qwen3-8b/webwalker/naive_k4/run_4
qwen3-8b,webwalker,naive_parallel,4,5,680,0.24253130735294098,0.748359752941177,0.30019112499999967,main_table_clueweb_t8/qwen3-8b/webwalker/naive_k4/run_5
qwen3-8b,webwalker,naive_parallel,4,1,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/naive_parallel/run_1
qwen3-8b,webwalker,naive_parallel,4,2,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/naive_parallel/run_2
qwen3-8b,webwalker,naive_parallel,4,3,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/naive_parallel/run_3
qwen3-8b,webwalker,naive_parallel,4,4,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/naive_parallel/run_4
qwen3-8b,webwalker,naive_parallel,4,5,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/naive_parallel/run_5
qwen3-8b,webwalker,sequential,1,1,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/seq/run_1
qwen3-8b,webwalker,sequential,1,2,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/seq/run_2
qwen3-8b,webwalker,sequential,1,3,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/seq/run_3
qwen3-8b,webwalker,sequential,1,1,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/sequential/run_1
qwen3-8b,webwalker,sequential,1,2,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/sequential/run_2
qwen3-8b,webwalker,sequential,1,3,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/sequential/run_3
qwen3-8b,webwalker,sequential,1,4,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/sequential/run_4
qwen3-8b,webwalker,sequential,1,5,680,0.0,0.0,0.0,main_table_clueweb_t8/qwen3-8b/webwalker/sequential/run_5
gemma3-12b,browsecomp,diversity_parallel,4,1,250,0.9381324720000004,0.1407273719999999,0.8935931159999996,main_table_web_serper/gemma3-12b/browsecomp/div_k4/run_1
gemma3-12b,browsecomp,diversity_parallel,4,2,250,0.94289934,0.142274636,0.8955010560000001,main_table_web_serper/gemma3-12b/browsecomp/div_k4/run_2
gemma3-12b,browsecomp,diversity_parallel,4,3,250,0.9452359320000002,0.12465504,0.8923295599999994,main_table_web_serper/gemma3-12b/browsecomp/div_k4/run_3
gemma3-12b,browsecomp,diversity_parallel,8,1,250,0.90342884,0.1311901119999999,0.8721956679999994,main_table_web_serper/gemma3-12b/browsecomp/div_k8/run_1
gemma3-12b,browsecomp,diversity_parallel,8,2,250,0.9084583680000006,0.1379681240000001,0.8710204159999996,main_table_web_serper/gemma3-12b/browsecomp/div_k8/run_2
gemma3-12b,browsecomp,diversity_parallel,8,3,250,0.9054216839999994,0.141757404,0.8763904319999999,main_table_web_serper/gemma3-12b/browsecomp/div_k8/run_3
gemma3-12b,browsecomp,naive_parallel,4,1,250,0.7602661879999999,0.2084678479999999,0.7347464079999996,main_table_web_serper/gemma3-12b/browsecomp/naive_k4/run_1
gemma3-12b,browsecomp,naive_parallel,4,2,250,0.7803707720000006,0.207493012,0.7391602080000003,main_table_web_serper/gemma3-12b/browsecomp/naive_k4/run_2
gemma3-12b,browsecomp,naive_parallel,4,3,250,0.7761805000000002,0.2218858999999999,0.7320582320000002,main_table_web_serper/gemma3-12b/browsecomp/naive_k4/run_3
gemma3-12b,browsecomp,naive_parallel,8,1,250,0.7797631799999999,0.200907604,0.7478491679999998,main_table_web_serper/gemma3-12b/browsecomp/naive_k8/run_1
gemma3-12b,browsecomp,naive_parallel,8,2,250,0.7726957760000001,0.2052517760000001,0.7422875319999999,main_table_web_serper/gemma3-12b/browsecomp/naive_k8/run_2
