# T3 paper plot-ready diagnostic metrics — per-seed, both groups in one file
# group: mhqa = ClueWeb runs on hotpotqa/musique/2wiki/bamboogle/frames (5 datasets × 5 models)
#        reasoning = Serper runs on gaia/hle/webwalker (3 datasets × 4 models)
# condition: naive_k4 | div_k4 | naive_k8 | div_k8 (k=4 or k=8 parallel only)
# seeds: 1, 2, 3 (consistent across cells; older 5-seed runs trimmed for fair error bars)
# Paper-facing rename (from metric_names.txt): QPD, ITC, ATC column = ATD
group,model,dataset,condition,k,seed,num_questions,QPD,ITC,ATC
mhqa,qwen3-4b,hotpotqa,naive_k8,8,3,512,0.119422865234375,0.087714947265625,0.1196649628906249
mhqa,qwen3-4b,musique,div_k4,4,1,512,0.6727210996093752,0.3597370820312499,0.6416747207031257
mhqa,qwen3-4b,musique,div_k4,4,2,512,0.6740420937500003,0.3846783066406248,0.6429062792968753
mhqa,qwen3-4b,musique,div_k4,4,3,512,0.6718390175781244,0.38513766015625,0.6421605039062487
mhqa,qwen3-4b,musique,div_k8,8,1,512,0.6156633261718751,0.4388050605468751,0.5909786308593749
mhqa,qwen3-4b,musique,div_k8,8,2,512,0.6141748085937507,0.4284799433593751,0.5900573554687503
mhqa,qwen3-4b,musique,div_k8,8,3,512,0.6153199921874994,0.4276439335937501,0.5888760234374996
mhqa,qwen3-4b,musique,naive_k4,4,1,512,0.11472247265625,0.3919380996093751,0.1152321015625
mhqa,qwen3-4b,musique,naive_k4,4,2,512,0.1167999492187499,0.392738896484375,0.1176306171875
mhqa,qwen3-4b,musique,naive_k4,4,3,512,0.12119290234375,0.3857748964843749,0.1210224863281249
mhqa,qwen3-4b,musique,naive_k8,8,1,512,0.1115151484375,0.4432298105468749,0.112655109375
mhqa,qwen3-4b,musique,naive_k8,8,2,512,0.116311357421875,0.4497189628906249,0.1165280234375
mhqa,qwen3-4b,musique,naive_k8,8,3,512,0.1118289472656249,0.4392198359375001,0.11210133203125
mhqa,qwen3-8b,2wikimultihopqa,div_k8,8,1,512,0.6897640585937503,0.310956603515625,0.6777287050781248
mhqa,qwen3-8b,2wikimultihopqa,div_k8,8,2,512,0.6845672382812493,0.3026705312500001,0.6724453808593752
mhqa,qwen3-8b,2wikimultihopqa,div_k8,8,3,512,0.6921209882812502,0.2946307539062499,0.6812817382812499
mhqa,qwen3-8b,2wikimultihopqa,naive_k8,8,1,512,0.113678521484375,0.32447606640625,0.12813212109375
mhqa,qwen3-8b,2wikimultihopqa,naive_k8,8,2,512,0.1174579980468749,0.3177275859375001,0.1323193984374999
mhqa,qwen3-8b,2wikimultihopqa,naive_k8,8,3,512,0.1107763378906249,0.3025065917968752,0.1286083066406249
mhqa,qwen3-8b,bamboogle,div_k8,8,1,125,0.707112144,0.3298801199999999,0.6299479439999998
mhqa,qwen3-8b,bamboogle,div_k8,8,2,125,0.6986588639999999,0.3433542479999998,0.6323349359999998
mhqa,qwen3-8b,bamboogle,div_k8,8,3,125,0.7087443839999996,0.3233282719999999,0.6317193440000002
mhqa,qwen3-8b,bamboogle,naive_k8,8,1,125,0.0966339999999999,0.4447703759999999,0.122420176
mhqa,qwen3-8b,bamboogle,naive_k8,8,2,125,0.089444576,0.457367968,0.125826704
mhqa,qwen3-8b,bamboogle,naive_k8,8,3,125,0.103237704,0.4433705119999999,0.135786856
mhqa,qwen3-8b,frames,div_k8,8,1,824,0.7071271541262134,0.3461023458737862,0.6253115485436895
mhqa,qwen3-8b,frames,div_k8,8,2,824,0.7127103191747578,0.3452250813106795,0.6308735533980586
mhqa,qwen3-8b,frames,div_k8,8,3,824,0.7128081395631067,0.3499877172330098,0.6280316140776699
mhqa,qwen3-8b,frames,naive_k8,8,1,824,0.1618616990291261,0.5574264963592236,0.2277633919902914
mhqa,qwen3-8b,frames,naive_k8,8,2,824,0.16096197815534,0.5485348725728154,0.2233252378640778
mhqa,qwen3-8b,frames,naive_k8,8,3,824,0.1608504211165048,0.5529071347087378,0.2246262839805828
mhqa,qwen3-8b,hotpotqa,div_k8,8,1,512,0.6988459453125,0.2541089140624999,0.6879455566406247
mhqa,qwen3-8b,hotpotqa,div_k8,8,2,512,0.6967066484374999,0.2514102617187499,0.6860598066406245
mhqa,qwen3-8b,hotpotqa,div_k8,8,3,512,0.7012802929687495,0.2478491035156249,0.6901708046874996
mhqa,qwen3-8b,hotpotqa,naive_k8,8,1,512,0.108241275390625,0.2826124199218748,0.1164771171875
mhqa,qwen3-8b,hotpotqa,naive_k8,8,2,512,0.10530224609375,0.2864271855468751,0.1139894667968751
mhqa,qwen3-8b,hotpotqa,naive_k8,8,3,512,0.105219525390625,0.2785060156249999,0.114165765625
mhqa,qwen3-8b,musique,div_k8,8,1,512,0.6976627246093748,0.3276064003906249,0.6205732558593745
mhqa,qwen3-8b,musique,div_k8,8,2,512,0.7012773769531251,0.3283128242187498,0.6277158066406249
mhqa,qwen3-8b,musique,div_k8,8,3,512,0.7037211289062496,0.3198821523437495,0.6242966171875005
mhqa,qwen3-8b,musique,naive_k8,8,1,512,0.157747533203125,0.5161975624999996,0.229640923828125
mhqa,qwen3-8b,musique,naive_k8,8,2,512,0.1623636171875001,0.5199511113281252,0.2284609140624999
mhqa,qwen3-8b,musique,naive_k8,8,3,512,0.1539997773437498,0.5167835214843751,0.226785970703125
mhqa,qwen3-8b,2wikimultihopqa,div_k4,4,1,512,0.743202166015626,0.2573889785156248,0.7272936816406258
mhqa,qwen3-8b,2wikimultihopqa,div_k4,4,2,512,0.7475072890624999,0.2736620136718751,0.7328795546874994
mhqa,qwen3-8b,2wikimultihopqa,div_k4,4,3,512,0.7447737246093751,0.2448500898437498,0.7298232031249998
mhqa,qwen3-8b,2wikimultihopqa,naive_k4,4,1,512,0.10932544921875,0.2632604765625,0.123621056640625
mhqa,qwen3-8b,2wikimultihopqa,naive_k4,4,2,512,0.117186197265625,0.2619833828125001,0.13074175
mhqa,qwen3-8b,2wikimultihopqa,naive_k4,4,3,512,0.109917015625,0.260027357421875,0.126625576171875
mhqa,qwen3-8b,bamboogle,div_k4,4,1,125,0.7556540879999999,0.313135408,0.67293472
mhqa,qwen3-8b,bamboogle,div_k4,4,2,125,0.7513759280000001,0.282752568,0.6620637279999996
mhqa,qwen3-8b,bamboogle,div_k4,4,3,125,0.7521908800000005,0.3176924880000001,0.6842506719999999
mhqa,qwen3-8b,bamboogle,naive_k4,4,1,125,0.09859704,0.4264669119999999,0.12434276
mhqa,qwen3-8b,bamboogle,naive_k4,4,2,125,0.089714696,0.4461232879999999,0.131628416
mhqa,qwen3-8b,bamboogle,naive_k4,4,3,125,0.1144299199999999,0.421707448,0.1476102319999999
mhqa,qwen3-8b,frames,div_k4,4,1,824,0.768253793689321,0.3252836881067963,0.6633214393203891
mhqa,qwen3-8b,frames,div_k4,4,2,824,0.7614910643203883,0.3331348325242719,0.6670920133495145
mhqa,qwen3-8b,frames,div_k4,4,3,824,0.7703528385922324,0.338771509708738,0.6679599648058251
mhqa,qwen3-8b,frames,naive_k4,4,1,824,0.1642869866504854,0.541992792475729,0.2258663252427184
mhqa,qwen3-8b,frames,naive_k4,4,2,824,0.1618110922330096,0.5368535194174758,0.2234960400485437
mhqa,qwen3-8b,frames,naive_k4,4,3,824,0.1564580970873786,0.5446548507281558,0.2178004356796117
mhqa,qwen3-8b,hotpotqa,div_k4,4,1,512,0.161468478515625,0.038559349609375,0.15818553515625
mhqa,qwen3-8b,hotpotqa,div_k4,4,2,512,0.7456512753906249,0.191413921875,0.7331068535156249
mhqa,qwen3-8b,hotpotqa,div_k4,4,3,512,0.755244611328126,0.1912691718750001,0.7424076757812511
mhqa,qwen3-8b,hotpotqa,naive_k4,4,1,512,0.0236119589843749,0.057990072265625,0.0257354824218749
mhqa,qwen3-8b,hotpotqa,naive_k4,4,2,512,0.107378845703125,0.2121334843749999,0.115883693359375
mhqa,qwen3-8b,hotpotqa,naive_k4,4,3,512,0.1025459140625,0.2145785917968749,0.11289362890625
mhqa,qwen3-8b,musique,div_k4,4,1,512,0.162513802734375,0.07021508203125,0.1428859492187501
mhqa,qwen3-8b,musique,div_k4,4,2,512,0.7543395058593749,0.3139212324218752,0.6653315566406252
mhqa,qwen3-8b,musique,div_k4,4,3,512,0.7517987460937502,0.3179944062500002,0.6576017480468743
mhqa,qwen3-8b,musique,naive_k4,4,1,512,0.03097183984375,0.1084096835937499,0.04670956640625
mhqa,qwen3-8b,musique,naive_k4,4,2,512,0.159579169921875,0.5123777265624995,0.2237569316406249
mhqa,qwen3-8b,musique,naive_k4,4,3,512,0.1535768671875,0.5017321796874997,0.2293289492187497
reasoning,gemma3-12b,gaia,div_k4,4,1,103,0.834646796116505,0.2115519417475728,0.749084504854369
reasoning,gemma3-12b,gaia,div_k4,4,2,103,0.8261848737864074,0.2293228446601941,0.7516388834951457
reasoning,gemma3-12b,gaia,div_k4,4,3,103,0.8269254077669905,0.2055700679611649,0.7508710970873789
reasoning,gemma3-12b,gaia,div_k8,8,1,103,0.7767929417475729,0.2456430970873787,0.720293932038835
reasoning,gemma3-12b,gaia,div_k8,8,2,103,0.7783274854368931,0.2345233689320388,0.7222940873786404
reasoning,gemma3-12b,gaia,div_k8,8,3,103,0.792589485436893,0.2352041941747572,0.728112563106796
reasoning,gemma3-12b,gaia,naive_k4,4,1,103,0.292303281553398,0.2193753300970874,0.4680911650485438
reasoning,gemma3-12b,gaia,naive_k4,4,2,103,0.305348708737864,0.2266067281553399,0.469628572815534
reasoning,gemma3-12b,gaia,naive_k4,4,3,103,0.274242572815534,0.2244142718446602,0.4490565242718449
reasoning,gemma3-12b,gaia,naive_k8,8,1,103,0.3044860194174758,0.2286895631067962,0.477828203883495
reasoning,gemma3-12b,gaia,naive_k8,8,2,103,0.3022550097087378,0.2244615145631068,0.4790447184466018
reasoning,gemma3-12b,gaia,naive_k8,8,3,103,0.2868628252427184,0.2230488058252427,0.4501762718446603
reasoning,gemma3-12b,hle,div_k4,4,1,250,0.9019496200000005,0.1987275279999998,0.7812780399999999
reasoning,gemma3-12b,hle,div_k4,4,2,250,0.8973482759999988,0.2166286279999999,0.7836174480000002
reasoning,gemma3-12b,hle,div_k4,4,3,250,0.9029011040000006,0.220882132,0.7889727480000002
reasoning,gemma3-12b,hle,div_k8,8,1,250,0.8575041000000001,0.208862172,0.7653276559999997
reasoning,gemma3-12b,hle,div_k8,8,2,250,0.8609115239999993,0.2149639320000001,0.7659001000000002
reasoning,gemma3-12b,hle,div_k8,8,3,250,0.85801354,0.2083240839999999,0.7586171719999998
reasoning,gemma3-12b,hle,naive_k4,4,1,250,0.5199471399999996,0.3138252999999999,0.5656384000000004
reasoning,gemma3-12b,hle,naive_k4,4,2,250,0.517161548,0.3037198079999999,0.573142284
reasoning,gemma3-12b,hle,naive_k4,4,3,250,0.513777884,0.315664112,0.5690842120000001
reasoning,gemma3-12b,hle,naive_k8,8,1,250,0.5320179560000002,0.3231547919999997,0.5818847560000001
reasoning,gemma3-12b,hle,naive_k8,8,2,250,0.518472208,0.3271832920000001,0.5741180280000003
reasoning,gemma3-12b,hle,naive_k8,8,3,250,0.5257534640000002,0.3277807239999999,0.5776423439999999
reasoning,gemma3-12b,webwalker,div_k4,4,1,250,0.8294707120000002,0.264322944,0.7413344760000001
reasoning,gemma3-12b,webwalker,div_k4,4,2,250,0.8226311479999997,0.2778816719999998,0.72969498
reasoning,gemma3-12b,webwalker,div_k4,4,3,250,0.829376132,0.2634437280000001,0.736748284
reasoning,gemma3-12b,webwalker,div_k8,8,1,250,0.7806381440000008,0.2832562759999999,0.7035353960000003
reasoning,gemma3-12b,webwalker,div_k8,8,2,250,0.7807492319999992,0.2876062199999998,0.7009590439999999
reasoning,gemma3-12b,webwalker,div_k8,8,3,250,0.78275464,0.2766961080000001,0.7092692800000003
reasoning,gemma3-12b,webwalker,naive_k4,4,1,250,0.3835467679999999,0.3748062440000001,0.4714999079999999
reasoning,gemma3-12b,webwalker,naive_k4,4,2,250,0.3742844079999999,0.3739532440000003,0.4652374080000001
reasoning,gemma3-12b,webwalker,naive_k4,4,3,250,0.3904296840000003,0.3727154239999997,0.4710524
reasoning,gemma3-12b,webwalker,naive_k8,8,1,250,0.3771910720000002,0.3700796759999998,0.4651284599999999
reasoning,gemma3-12b,webwalker,naive_k8,8,2,250,0.3789230680000003,0.3853389839999999,0.4682879
reasoning,gemma3-12b,webwalker,naive_k8,8,3,250,0.386241556,0.3738967040000001,0.4725945360000001
reasoning,gpt-oss-20b,gaia,div_k4,4,1,103,0.8263078932038833,0.0066458640776699,0.8263078932038833
reasoning,gpt-oss-20b,gaia,div_k4,4,2,103,0.8322305436893208,0.0068707961165048,0.8322305436893208
reasoning,gpt-oss-20b,gaia,div_k4,4,3,103,0.8298313398058252,0.0029873009708737,0.8298313398058252
reasoning,gpt-oss-20b,gaia,div_k8,8,1,103,0.7448126990291264,0.0189107572815534,0.744516087378641
reasoning,gpt-oss-20b,gaia,div_k8,8,2,103,0.7650841262135919,0.0165710097087378,0.7647013106796116
reasoning,gpt-oss-20b,gaia,div_k8,8,3,103,0.7739158543689323,0.0117191262135922,0.7739158543689323
reasoning,gpt-oss-20b,gaia,naive_k4,4,1,103,0.0037952330097087,0.0,0.0037952330097087
reasoning,gpt-oss-20b,gaia,naive_k4,4,2,103,0.0,0.0,0.0
reasoning,gpt-oss-20b,gaia,naive_k4,4,3,103,0.0012135922330097,0.0,0.0012135922330097
reasoning,gpt-oss-20b,gaia,naive_k8,8,1,103,0.0163265339805825,0.0,0.0163265339805825
reasoning,gpt-oss-20b,gaia,naive_k8,8,2,103,0.0088371553398058,0.0,0.0088371553398058
reasoning,gpt-oss-20b,gaia,naive_k8,8,3,103,0.0090287961165048,0.0,0.0090287961165048
reasoning,gpt-oss-20b,hle,div_k4,4,1,250,0.9098812200000008,0.003070996,0.9098812200000008
reasoning,gpt-oss-20b,hle,div_k4,4,2,250,0.9117135600000004,0.001866668,0.9117135600000004
reasoning,gpt-oss-20b,hle,div_k4,4,3,250,0.910132408,0.002787876,0.910132408
reasoning,gpt-oss-20b,hle,div_k8,8,1,250,0.8780185160000002,0.0056555719999999,0.8779215040000001
reasoning,gpt-oss-20b,hle,div_k8,8,2,250,0.8828418040000002,0.001536764,0.8828418040000002
reasoning,gpt-oss-20b,hle,div_k8,8,3,250,0.8797179759999999,0.005687416,0.8796484880000001
reasoning,gpt-oss-20b,hle,naive_k4,4,1,250,0.0025,0.0,0.0025
reasoning,gpt-oss-20b,hle,naive_k4,4,2,250,0.0,0.0,0.0
reasoning,gpt-oss-20b,hle,naive_k4,4,3,250,0.004103896,0.002,0.004103896
reasoning,gpt-oss-20b,hle,naive_k8,8,1,250,0.0,0.0,0.0
reasoning,gpt-oss-20b,hle,naive_k8,8,2,250,0.002153848,0.0,0.002153848
reasoning,gpt-oss-20b,hle,naive_k8,8,3,250,0.005784152,0.0,0.005784152
reasoning,gpt-oss-20b,webwalker,div_k4,4,1,250,0.8243152439999999,0.025394408,0.8241023879999999
reasoning,gpt-oss-20b,webwalker,div_k4,4,2,250,0.8235399439999992,0.028385696,0.8229950759999992
reasoning,gpt-oss-20b,webwalker,div_k4,4,3,250,0.8266917600000001,0.025364168,0.8252993520000002
reasoning,gpt-oss-20b,webwalker,div_k8,8,1,250,0.783437896,0.0562209039999999,0.783015144
reasoning,gpt-oss-20b,webwalker,div_k8,8,2,250,0.7856694200000002,0.053597848,0.7844782880000001
reasoning,gpt-oss-20b,webwalker,div_k8,8,3,250,0.7738449400000006,0.04542558,0.7731822800000006
reasoning,gpt-oss-20b,webwalker,naive_k4,4,1,250,0.025019096,0.001777776,0.025019096
reasoning,gpt-oss-20b,webwalker,naive_k4,4,2,250,0.01988616,0.006222224,0.01988616
reasoning,gpt-oss-20b,webwalker,naive_k4,4,3,250,0.022107144,0.003942856,0.022107144
reasoning,gpt-oss-20b,webwalker,naive_k8,8,1,250,0.0478036919999999,0.009420632,0.0478036919999999
reasoning,gpt-oss-20b,webwalker,naive_k8,8,2,250,0.03922288,0.004408668,0.03922288
reasoning,gpt-oss-20b,webwalker,naive_k8,8,3,250,0.041818928,0.004907536,0.041818928
reasoning,qwen3-4b,gaia,div_k4,4,1,103,0.6700029320388349,0.3802004660194175,0.577915504854369
reasoning,qwen3-4b,gaia,div_k4,4,2,103,0.6714302621359223,0.3680812621359223,0.5721737281553398
reasoning,qwen3-4b,gaia,div_k4,4,3,103,0.6697173980582523,0.3550921844660194,0.5823984271844661
reasoning,qwen3-4b,gaia,div_k8,8,1,103,0.6099789320388349,0.3729413203883495,0.5432058446601943
reasoning,qwen3-4b,gaia,div_k8,8,2,103,0.6173709514563109,0.3815605631067961,0.5508354466019416
reasoning,qwen3-4b,gaia,div_k8,8,3,103,0.6044933980582525,0.3686330679611651,0.5414173689320386
reasoning,qwen3-4b,gaia,naive_k4,4,1,103,0.1639270873786408,0.5658156407766991,0.2925215825242719
reasoning,qwen3-4b,gaia,naive_k4,4,2,103,0.1815908155339806,0.5520178834951458,0.2984871067961164
reasoning,qwen3-4b,gaia,naive_k4,4,3,103,0.1568955825242718,0.563470291262136,0.2842935145631068
reasoning,qwen3-4b,gaia,naive_k8,8,1,103,0.1729291650485436,0.5843841359223303,0.2957836796116504
reasoning,qwen3-4b,gaia,naive_k8,8,2,103,0.1747236116504854,0.5662944757281554,0.3034842427184466
reasoning,qwen3-4b,gaia,naive_k8,8,3,103,0.1669727475728155,0.5757126310679609,0.2920017378640777
reasoning,qwen3-4b,hle,div_k4,4,1,250,0.7904757,0.2745597160000001,0.6353682200000002
reasoning,qwen3-4b,hle,div_k4,4,2,250,0.7929136999999999,0.2606706680000001,0.6354719679999996
reasoning,qwen3-4b,hle,div_k4,4,3,250,0.796425912,0.2698903840000001,0.6385532479999992
reasoning,qwen3-4b,hle,div_k8,8,1,250,0.7403603840000003,0.2887337480000002,0.6098983680000003
reasoning,qwen3-4b,hle,div_k8,8,2,250,0.7469647439999995,0.2766676800000001,0.6192843160000001
reasoning,qwen3-4b,hle,div_k8,8,3,250,0.7439059760000004,0.2881420559999998,0.6101484359999998
reasoning,qwen3-4b,hle,naive_k4,4,1,250,0.2797738959999999,0.5473827279999998,0.3832876079999999
reasoning,qwen3-4b,hle,naive_k4,4,2,250,0.268944216,0.5507218040000001,0.383288804
reasoning,qwen3-4b,hle,naive_k4,4,3,250,0.2698276,0.5398642560000001,0.3851724200000001
reasoning,qwen3-4b,hle,naive_k8,8,1,250,0.2675367280000001,0.556319232,0.3848079080000001
reasoning,qwen3-4b,hle,naive_k8,8,2,250,0.2734823719999999,0.5438138959999997,0.387762144
reasoning,qwen3-4b,hle,naive_k8,8,3,250,0.2724716480000001,0.5428222799999998,0.3904951480000004
reasoning,qwen3-4b,webwalker,div_k4,4,1,250,0.8531084759999998,0.233589572,0.7734466040000001
reasoning,qwen3-4b,webwalker,div_k4,4,2,250,0.8507001599999999,0.2241801280000001,0.7730382
reasoning,qwen3-4b,webwalker,div_k4,4,3,250,0.8527153080000004,0.224761576,0.7710966200000001
reasoning,qwen3-4b,webwalker,div_k8,8,1,250,0.8258235000000003,0.228725172,0.7492417719999996
reasoning,qwen3-4b,webwalker,div_k8,8,2,250,0.8311725360000002,0.2068223679999999,0.7521260519999996
reasoning,qwen3-4b,webwalker,div_k8,8,3,250,0.8239821879999998,0.2272066319999999,0.741103248
reasoning,qwen3-4b,webwalker,naive_k4,4,1,250,0.20096,0.5520371239999997,0.2635553400000001
reasoning,qwen3-4b,webwalker,naive_k4,4,2,250,0.2332422479999999,0.5550906360000001,0.2803366880000001
reasoning,qwen3-4b,webwalker,naive_k4,4,3,250,0.208010196,0.5648819079999998,0.256049724
reasoning,qwen3-4b,webwalker,naive_k8,8,1,250,0.2123819640000001,0.5975868560000005,0.27155602
reasoning,qwen3-4b,webwalker,naive_k8,8,2,250,0.226196436,0.5963362480000001,0.277593584
reasoning,qwen3-4b,webwalker,naive_k8,8,3,250,0.2235617640000001,0.590905396,0.2738139559999999
reasoning,qwen3-8b,gaia,div_k4,4,1,103,0.7512579126213592,0.3316717864077669,0.6844367281553401
reasoning,qwen3-8b,gaia,div_k4,4,2,103,0.7293423398058256,0.341153718446602,0.660880233009709
reasoning,qwen3-8b,gaia,div_k4,4,3,103,0.7416301747572813,0.3107274077669902,0.6663798252427181
reasoning,qwen3-8b,gaia,div_k8,8,1,103,0.6923498640776694,0.344991427184466,0.6298651456310679
reasoning,qwen3-8b,gaia,div_k8,8,2,103,0.7117783980582522,0.3414118349514564,0.6397802135922329
reasoning,qwen3-8b,gaia,div_k8,8,3,103,0.6982636990291263,0.3371125145631067,0.6393993300970874
reasoning,qwen3-8b,gaia,naive_k4,4,1,103,0.2244196990291262,0.4435663106796116,0.2712281844660195
reasoning,qwen3-8b,gaia,naive_k4,4,2,103,0.2523385922330097,0.4428668349514563,0.2850762912621359
reasoning,qwen3-8b,gaia,naive_k4,4,3,103,0.2051635339805825,0.458317436893204,0.268185854368932
reasoning,qwen3-8b,gaia,naive_k8,8,1,103,0.2304704077669903,0.456389291262136,0.2745039805825243
reasoning,qwen3-8b,gaia,naive_k8,8,2,103,0.2411877669902913,0.4576310873786408,0.2916203980582523
reasoning,qwen3-8b,gaia,naive_k8,8,3,103,0.2331924660194174,0.4567815631067963,0.2724652233009709
reasoning,qwen3-8b,hle,div_k4,4,1,250,0.8261908200000001,0.2978402559999998,0.6978215079999998
reasoning,qwen3-8b,hle,div_k4,4,2,250,0.8208066000000002,0.288062816,0.6978174279999997
reasoning,qwen3-8b,hle,div_k4,4,3,250,0.829523764,0.2926387319999999,0.6953606519999999
reasoning,qwen3-8b,hle,div_k8,8,1,250,0.7802664880000004,0.312449808,0.6703353319999998
reasoning,qwen3-8b,hle,div_k8,8,2,250,0.7780958040000002,0.3131989159999999,0.668137204
reasoning,qwen3-8b,hle,div_k8,8,3,250,0.7765536679999997,0.3149886440000003,0.6711471000000002
reasoning,qwen3-8b,hle,naive_k4,4,1,250,0.2999276240000001,0.5635040880000001,0.354434652
reasoning,qwen3-8b,hle,naive_k4,4,2,250,0.296485056,0.546278168,0.351532388
reasoning,qwen3-8b,hle,naive_k4,4,3,250,0.3073883160000001,0.5410257279999999,0.3579323320000001
reasoning,qwen3-8b,hle,naive_k8,8,1,250,0.310365264,0.5645196479999999,0.3580747599999999
reasoning,qwen3-8b,hle,naive_k8,8,2,250,0.311724604,0.561911976,0.36100988
reasoning,qwen3-8b,hle,naive_k8,8,3,250,0.3142193760000002,0.5740933039999997,0.3655577560000003
reasoning,qwen3-8b,webwalker,div_k4,4,1,250,0.8723538040000002,0.1804419080000001,0.8225712519999995
reasoning,qwen3-8b,webwalker,div_k4,4,2,250,0.8718139160000001,0.2112080399999998,0.822045524
reasoning,qwen3-8b,webwalker,div_k4,4,3,250,0.8690323000000002,0.186557352,0.8177668600000001
reasoning,qwen3-8b,webwalker,div_k8,8,1,250,0.8496215039999999,0.1902157679999999,0.7996906199999994
reasoning,qwen3-8b,webwalker,div_k8,8,2,250,0.84857796,0.1934440239999999,0.7954037679999996
reasoning,qwen3-8b,webwalker,div_k8,8,3,250,0.8492229279999998,0.197333468,0.8026312079999998
reasoning,qwen3-8b,webwalker,naive_k4,4,1,250,0.214415076,0.352237016,0.2354492119999999
reasoning,qwen3-8b,webwalker,naive_k4,4,2,250,0.220624288,0.3792137160000001,0.240566664
reasoning,qwen3-8b,webwalker,naive_k4,4,3,250,0.223655844,0.3930402199999999,0.2398356599999999
reasoning,qwen3-8b,webwalker,naive_k8,8,1,250,0.2286379240000001,0.4390155840000003,0.245918336
reasoning,qwen3-8b,webwalker,naive_k8,8,2,250,0.228145524,0.4154814799999999,0.2458217239999999
reasoning,qwen3-8b,webwalker,naive_k8,8,3,250,0.222802868,0.431067596,0.240384564
